Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
13,"ML Agbre-Yace, EE Oyenusi, AO Oduwole, ...","Prevalence of diabetes mellitus among children and adolescents in the district of Abidjan in Cote d'Ivoire: a population-based study",2015,"Journal of Diabetes & …","Springer","https://link.springer.com/article/10.1186/s40200-016-0261-7","https://scholar.google.com/scholar?cites=13510789933185328075&as_sdt=2005&sciodt=0,5&hl=en",11,"2021-07-31 04:58:08","HTML","10.1186/s40200-016-0261-7","","",,,,,13,2.17,3,4,6,"… No impaired glucose tolerance was identified in this population of children after the OGTT … higher than a case prevalence of 0.33/1000 in a South-Eastern Nigerian population based … from South-East [13], South-South [14] and North-Western [15, 16] Nigeria, respectively were …","https://link.springer.com/article/10.1186/s40200-016-0261-7","https://scholar.google.com/scholar?q=related:y2Nvatz3f7sJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2015&as_vis=1"
42,"R Oluyombo, MA Olamoyegun, O Olaifa, ...","Cardiovascular risk factors in semi-urban communities in southwest Nigeria: Patterns and prevalence",2015,"Journal of epidemiology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2210600614000732","https://scholar.google.com/scholar?cites=10868602223120679793&as_sdt=2005&sciodt=0,5&hl=en",12,"2021-07-31 04:58:08","HTML","","","",,,,,42,7.00,11,4,6,"… Cardiovascular risk factors in semi-urban communities in southwest Nigeria: Patterns and prevalence … Methods. This is a cross-sectional study of cardiovascular risk factors among semi-urban dwellers in Ekiti State, south-western, Nigeria …","https://www.sciencedirect.com/science/article/pii/S2210600614000732","https://scholar.google.com/scholar?q=related:cQMhOiMI1ZYJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2015&as_vis=1"
43,"RN Oputa, S Chinenye","Diabetes in Nigeria–a translational medicine approach",2015,"African J Diab …","africanjournalofdiabetesmedicine …","https://www.africanjournalofdiabetesmedicine.com/articles/6.%20AJDM-496%20(Oputa).pdf","https://scholar.google.com/scholar?cites=12256822472000995934&as_sdt=2005&sciodt=0,5&hl=en",13,"2021-07-31 04:58:08","PDF","","","",,,,,43,7.17,22,2,6,"… 5. Advancing age 6. Hypertension 7. Family history 8. History of previous impaired glucose tolerance (IGT) or … Table 2. Glycaemic indices (GI) and calories of some Nigerian foods … and Diet: A Simple Guide for Diabetes Health Care Providers.x Lagos, Nigeria: Lagos University …","https://www.africanjournalofdiabetesmedicine.com/articles/6.%20AJDM-496%20(Oputa).pdf","https://scholar.google.com/scholar?q=related:XgKlThn7GKoJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2015&as_vis=1"
6,"WE Ugege, A Abasiattai, A Umoiyoho, ...","The prevalence of gestational diabetes among antenatal attendees in a tertiary hospital in south–south Nigeria",2015,"International Journal of …","researchgate.net","https://www.researchgate.net/profile/Aniekan-Abasiattai/publication/281932151_The_Prevalence_of_Gestational_Diabetes_among_antenatal_attendees_in_a_tertiary_hospital_in_south_south_Nigeria/links/55fe699c08aeafc8ac7abb02/The-Prevalence-of-Gestational-Diabetes-among-antenatal-attendees-in-a-tertiary-hospital-in-south-south-Nigeria.pdf","https://scholar.google.com/scholar?cites=2841521102107826202&as_sdt=2005&sciodt=0,5&hl=en",14,"2021-07-31 04:58:08","PDF","","","",,,,,6,1.00,2,4,6,"… attendees in a tertiary hospital in south –south Nigeria … Between 24-28 weeks of gestation, women at high risk of developing GDM or impaired glucose tolerance (IGT) should be screened by means of an oral glucose tolerance test, using a 75 grams glucose load …","https://www.researchgate.net/profile/Aniekan-Abasiattai/publication/281932151_The_Prevalence_of_Gestational_Diabetes_among_antenatal_attendees_in_a_tertiary_hospital_in_south_south_Nigeria/links/55fe699c08aeafc8ac7abb02/The-Prevalence-of-Gestational-Diabetes-among-antenatal-attendees-in-a-tertiary-hospital-in-south-south-Nigeria.pdf","https://scholar.google.com/scholar?q=related:GtjpKGMcbycJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2015&as_vis=1"
11,"CO John, JO Alegbeleye, ...","Foeto-maternal outcome of diabetes in a tertiary health facility in Nigeria",2015,"African …","africanjournalofdiabetesmedicine …","https://www.africanjournalofdiabetesmedicine.com/articles/AJDM-503%20(Osita).pdf","https://scholar.google.com/scholar?cites=16072906858762664047&as_sdt=2005&sciodt=0,5&hl=en",15,"2021-07-31 04:58:08","PDF","","","",,,,,11,1.83,4,3,6,"… Outcomes of pregnancies affected by impaired glucose tolerance … AS, Musa J. Prevalence and associated risk factors for gestational diabetes in Jos, north-central, Nigeria … Diagnosis of ges- tational diabetes mellitus in Nigerian women – comparison between 75g and 100g oral …","https://www.africanjournalofdiabetesmedicine.com/articles/AJDM-503%20(Osita).pdf","https://scholar.google.com/scholar?q=related:b_h8UKFvDt8J:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2015&as_vis=1"
0,"SJ Showande, JJ Bello","Remedies for glucose intolerance–are traditional herbal concoctions for diabetes effective?",2015,"Nigerian Journal of Pharmaceutical …","researchgate.net","https://www.researchgate.net/profile/Showande-Segun/publication/313063603_Remedies_for_glucose_intolerance_-_are_traditional_herbal_concoctions_for_diabetes_effective/links/588f4155aca272fa50e19911/Remedies-for-glucose-intolerance-are-traditional-herbal-concoctions-for-diabetes-effective.pdf","",16,"2021-07-31 04:58:08","PDF","","","",,,,,0,0.00,0,2,6,"… Nigerian Journal of Pharmaceutical Research 11, 1 (2015):110-118 … Prevention of Type II diabetes in subjects with impaired glucose tolerance: the Diabetes Prevention Study (DPS) in … The use of plants in the traditional management of diabetes in Nigeria: Pharmacological and …","https://www.researchgate.net/profile/Showande-Segun/publication/313063603_Remedies_for_glucose_intolerance_-_are_traditional_herbal_concoctions_for_diabetes_effective/links/588f4155aca272fa50e19911/Remedies-for-glucose-intolerance-are-traditional-herbal-concoctions-for-diabetes-effective.pdf","https://scholar.google.com/scholar?q=related:pte3eierYVsJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2015&as_vis=1"
4,"AN Odili, EO Abatta","Blood pressure indices, life-style factors and anthropometric correlates of casual blood glucose in a rural Nigerian community",2015,"Annals of African medicine","annalsafrmed.org","https://www.annalsafrmed.org/article.asp?issn=1596-3519;year=2015;volume=14;issue=1;spage=39;epage=45;aulast=Odili","https://scholar.google.com/scholar?cites=5371955360684512035&as_sdt=2005&sciodt=0,5&hl=en",17,"2021-07-31 04:58:08","HTML","","","",,,,,4,0.67,2,2,6,"… factors and anthropometric correlates of casual blood glucose in a rural Nigerian community … Nigeria and indeed many countries of sub-Saharan Africa faces an emerging epidemic … People with diabetes mellitus and impaired glucose tolerance identified by 2 h post-glucose load …","https://www.annalsafrmed.org/article.asp?issn=1596-3519;year=2015;volume=14;issue=1;spage=39;epage=45;aulast=Odili","https://scholar.google.com/scholar?q=related:IxPbTvAEjUoJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2015&as_vis=1"
21,"N Meme, S Amwayi, Z Nganga, E Buregyeya","Prevalence of undiagnosed diabetes and pre-diabetes among hypertensive patients attending Kiambu district Hospital, Kenya: a cross-sectional study",2015,"Pan African Medical Journal","ajol.info","https://www.ajol.info/index.php/pamj/article/view/142120","https://scholar.google.com/scholar?cites=7183158586356232855&as_sdt=2005&sciodt=0,5&hl=en",18,"2021-07-31 04:58:08","","","","",,,,,21,3.50,5,4,6,"… In Germany, Luders et al found out of 260 hypertensive patients 39% had impaired glucose tolerance and 12% had … Risk factors of pre-diabetes among adult nigerians with essential hypertension in a resource-constrained setting of a primary care clinic in eastern Nigeria …","https://www.ajol.info/index.php/pamj/article/view/142120/131859","https://scholar.google.com/scholar?q=related:l3IPIa20r2MJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2015&as_vis=1"
0,"TB Stage, P Damkier, MMH Christensen, ...","St. John's wort impairs Glucose tolerance by reducing insulin response in healthy Men",2015,"Clinical …","clinicaltherapeutics.com","https://www.clinicaltherapeutics.com/article/S0149-2918(15)00344-6/abstract","",19,"2021-07-31 04:58:08","","","","",,,,,0,0.00,0,4,6,"… and tolerability of two fixed- dose formulation of ACT, artemisinin-piperaquine (ArtequickR) and (Coartem), for the treat- ment of P. falciparum in Nigeria … The unregulated use of this over-the-counter drug might be a risk factor for impaired glucose tolerance and type 2 diabetes …","https://www.clinicaltherapeutics.com/article/S0149-2918(15)00344-6/pdf",""
84,"O Awodele, JA Osuolale","Medication adherence in type 2 diabetes patients: study of patients in Alimosho General Hospital, Igando, Lagos, Nigeria.",2015,"African health sciences","ajol.info","https://www.ajol.info/index.php/ahs/article/view/117570","https://scholar.google.com/scholar?cites=7793194985861634974&as_sdt=2005&sciodt=0,5&hl=en",20,"2021-07-31 04:58:08","","","","",,,,,84,14.00,42,2,6,"… Methodology Study area The study was carried out in Alimosho general hospi- tal, Igando, Lagos, Nigeria, a 101 bed secondary public health care facility with average hospital attendance at the medical clinic of 240 diabetic patients per … Impaired glucose tolerance ≥7.8 (≥140 …","https://www.ajol.info/index.php/ahs/article/view/117570/107137","https://scholar.google.com/scholar?q=related:nlujrYz9JmwJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2015&as_vis=1"
16,"AO Oko, AC Famurewa, ...","Proximate composition, mineral elements and starch characteristics: study of eight (8) unripe plantain cultivars in Nigeria",2015,"British Journal of …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/1eb2/cccdab8d8248366e672dae80ef650ad37f41.pdf","https://scholar.google.com/scholar?cites=9568486645372593696&as_sdt=2005&sciodt=0,5&hl=en",21,"2021-07-31 04:58:08","PDF","","","",,,,,16,2.67,5,3,6,"… Dietary modification for the diabetes patients, individuals with impaired glucose tolerance or people with particular concern for their diets and health may consider unripe plantain intake in meals. COMPETING INTERESTS … A reference manual, IITA, Ibadan, Nigeria. 1990;1-18 …","https://pdfs.semanticscholar.org/1eb2/cccdab8d8248366e672dae80ef650ad37f41.pdf","https://scholar.google.com/scholar?q=related:IKaAb-gXyoQJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2015&as_vis=1"
5,"IO Oluwayemi, MA Oluwayemi","Relationship between Obesity and Fasting Blood Glucose among Secondary School Adolescents in Ado-Ekiti, South West Nigeria",2015,"International Journal of …","researchgate.net","https://www.researchgate.net/profile/Oludare-Oluwayemi-2/publication/278243688_Relationship_between_Obesity_and_Fasting_Blood_Glucose_among_Secondary_School_Adolescents_in_Ado-Ekiti_South_West_Nigeria/links/557dcfb608aeb61eae247af9/Relationship-between-Obesity-and-Fasting-Blood-Glucose-among-Secondary-School-Adolescents-in-Ado-Ekiti-South-West-Nigeria.pdf","https://scholar.google.com/scholar?cites=12477369754070030087&as_sdt=2005&sciodt=0,5&hl=en",22,"2021-07-31 04:58:08","PDF","","","",,,,,5,0.83,3,2,6,"… has been found to be associated with increased risk of impaired glucose tolerance, insulin resistance … Profile of body mass index and obesity in Nigerian children and adolescents … Obesity and elevated blood pressure among adolescents in Lagos, Nigeria: a cross-sectional study …","https://www.researchgate.net/profile/Oludare-Oluwayemi-2/publication/278243688_Relationship_between_Obesity_and_Fasting_Blood_Glucose_among_Secondary_School_Adolescents_in_Ado-Ekiti_South_West_Nigeria/links/557dcfb608aeb61eae247af9/Relationship-between-Obesity-and-Fasting-Blood-Glucose-among-Secondary-School-Adolescents-in-Ado-Ekiti-South-West-Nigeria.pdf","https://scholar.google.com/scholar?q=related:BxeM8q6FKK0J:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2015&as_vis=1"
6,"CF Chukwunyere, DO Awonuga, ...","Gestational Diabetes in a tertiary healthcare centre at Abeokuta, south western Nigeria: A five year retrospective review",2015,"International Journal of …","journalbank.org","https://journalbank.org/index.php/IJTDH/article/view/2186","https://scholar.google.com/scholar?cites=3692080515891847239&as_sdt=2005&sciodt=0,5&hl=en",23,"2021-07-31 04:58:08","","","","",,,,,6,1.00,2,3,6,"… Idi- Araba, Lagos, Nigeria … of variable severity with onset or first recognition during pregnancy"" [12,13], was first proposed by the National Diabetes Data Group (NDDG) in 1979 [8,19], although that group used the term ""diabetes or impaired glucose tolerance (IGT)"" [12] rather …","https://journalbank.org/index.php/IJTDH/article/download/2186/4369","https://scholar.google.com/scholar?q=related:R-Df76rnPDMJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2015&as_vis=1"
24,"L Muthunarayanan, B Ramraj, ...","Prevalence of prediabetes and its associated risk factors among rural adults in Tamil Nadu",2015,"Archives of medicine and …","amhsjournal.org","https://www.amhsjournal.org/article.asp?issn=2321-4848;year=2015;volume=3;issue=2;spage=178;epage=184;aulast=Muthunarayanan","https://scholar.google.com/scholar?cites=44630034439628435&as_sdt=2005&sciodt=0,5&hl=en",24,"2021-07-31 04:58:08","HTML","","","",,,,,24,4.00,8,3,6,"… 28. 29. Qian Q, Joushilahti P, Erikson J, Tuomilehto J. Predictive propertiesof impaired glucose tolerance for cardiovascular risks are not explained by the … for prediabetes screening among non-diabetic adults attending the family practice clinic in Western Nigeria: Implication for …","https://www.amhsjournal.org/article.asp?issn=2321-4848;year=2015;volume=3;issue=2;spage=178;epage=184;aulast=Muthunarayanan","https://scholar.google.com/scholar?q=related:k2YWpceOngAJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2015&as_vis=1"
1,"AN Onyiriuka, CA Ofoeze","Prediabetes in three siblings of a Nigerian boy with type 1 diabetes mellitus: Is this a case of familial clustering?",2015,"Aristotle University Medical Journal","ejournals.lib.auth.gr","http://ejournals.lib.auth.gr/aumj/article/view/4572","https://scholar.google.com/scholar?cites=14525191940755568030&as_sdt=2005&sciodt=0,5&hl=en",25,"2021-07-31 04:58:08","","","","",,,,,1,0.17,1,2,6,"… Department of Child Health,University of Benin Teaching Hospital, PMB 1111, Benin City, Nigeria … Prediabetes in three siblings of a Nigerian boy with type 1 diabetes mellitus … Impaired fasting glucose or impaired glucose tolerance: what best predicts future diabetes in Mauritus …","http://ejournals.lib.auth.gr/aumj/article/download/4572/4671","https://scholar.google.com/scholar?q=related:njUawxzZk8kJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2015&as_vis=1"
76,"VM Oguoma, EU Nwose, TC Skinner, KA Digban, ...","Prevalence of cardiovascular disease risk factors among a Nigerian adult population: relationship with income level and accessibility to CVD risks screening",2015,"BMC public health","Springer","https://link.springer.com/article/10.1186/s12889-015-1709-2","https://scholar.google.com/scholar?cites=5156831474531347889&as_sdt=2005&sciodt=0,5&hl=en",26,"2021-07-31 04:58:08","HTML","10.1186/s12889-015-1709-2","","",,,,,76,12.67,15,5,6,"… In Nigeria, few reports on the association between SES and cardio-metabolic syndrome varies. High prevalence of … et al. [13] noted a higher prevalence of obesity in the lower SES of a semi-urban Nigerian population. These …","https://link.springer.com/article/10.1186/s12889-015-1709-2","https://scholar.google.com/scholar?q=related:sa3-bee-kEcJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2015&as_vis=1"
0,"O Akinloye, F Ogah, M Adeoye, OS Ogah, ...","… Diuretic in Combination with Amiloride versus Hydrochlorothiazide Alone, on Plasma Glucose and Electrolytes in Hypertensive Nigerians: A Community Based Study",2015,"International Journal of …","journalbank.org","https://journalbank.org/index.php/IJTDH/article/view/2095","",27,"2021-07-31 04:58:08","","","","",,,,,0,0.00,0,5,6,"… of the Hydrochlorothiazide (HCT) and Amiloride-HCT in Nigerian hypertensive population … possible adverse metabolic effect such as hypocalcaemia, hypomagnesaemia, impaired glucose tolerance and dyslipidemia … medicines prescribed to hyper- tensive patients in Nigeria [2,5 …","https://journalbank.org/index.php/IJTDH/article/download/2095/4187","https://scholar.google.com/scholar?q=related:6_1aRnnLPFcJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2015&as_vis=1"
49,"AO Ogbera, A Kapur, H Abdur-Razzaq, ...","Clinical profile of diabetes mellitus in tuberculosis",2015,"BMJ Open Diabetes …","drc.bmj.com","https://drc.bmj.com/content/3/1/e000112.short","https://scholar.google.com/scholar?cites=7194774141250961358&as_sdt=2005&sciodt=0,5&hl=en",28,"2021-07-31 04:58:08","","","","",,,,,49,8.17,12,4,6,"… In sub-Saharan Africa, the burden of DM is expected to double in the next 18 years.1 There are limited data on DM prevalence from Nigeria; in 1997, the prevalence of DM was reported to be 2.2%, and this study remains the only national survey on DM carried out to date in …","https://drc.bmj.com/content/bmjdrc/3/1/e000112.full.pdf","https://scholar.google.com/scholar?q=related:zv9tQPb42GMJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2015&as_vis=1"
