Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"PE Uhomoibhi","Prevalence and Determinants of Diabetes Mellitus and Impaired Fasting Glucose among Workers at the Spare Parts Share Company, Akaki, Ethiopia",2003,"","nadre.ethernet.edu.et","https://nadre.ethernet.edu.et/record/14698/files/PerpetuaEgonmwan.pdf","https://scholar.google.com/scholar?cites=543964185722373589&as_sdt=2005&sciodt=0,5&hl=en",11,"2021-07-31 08:05:57","PDF","","","",,,,,1,0.06,1,1,18,"… 14 diabetics, 38% had hypertension, and 47% of those with impaired fasting glucose also had hypertension (p<0.05) … Within the sub-region, countries such as Tanzania, South Africa and Nigeria where some epidemiological surveys on diabetes, hypertension and related …","https://nadre.ethernet.edu.et/record/14698/files/PerpetuaEgonmwan.pdf","https://scholar.google.com/scholar?q=related:1UWEfIuMjAcJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2010&as_vis=1"
54,"OO Oyegbade, EA Abioye-Kuteyi…","Screening for diabetes mellitus in a Nigerian family practice population",2007,"South African Family …","journals.co.za","https://journals.co.za/doi/abs/10.10520/EJC80153","https://scholar.google.com/scholar?cites=14899705758980092681&as_sdt=2005&sciodt=0,5&hl=en",12,"2021-07-31 08:05:57","","10.10520/EJC80153","","",,,,,54,3.86,18,3,14,"… USA.24 Fasting hyperglycaemia is more common among females than males in this study (female:male = 1.7:1). The Nigerian National Non … Non-communicable Disease in Nigeria … Prevalence of diabetes, impaired fasting glucose, impaired glucose tolerance in US adults …","https://www.ajol.info/index.php/safp/article/view/13393/15708","https://scholar.google.com/scholar?q=related:CbPZHXJjxs4J:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2010&as_vis=1"
0,"NC IKECHUKWU","SUBJECTS IN UNTH",2010,"","34.240.202.52","http://34.240.202.52/read/risk-factors-of-diabetes-among-hypertensive-subjects-in-unth/file.pdf","",13,"2021-07-31 08:05:57","","","","",,,,,0,0.00,0,1,11,"… This study determined the risk factors of diabetes among hypertensive patients attending University of Nigeria Teaching Hospital (UNTH) Medical-out patients (MOP) clinic at Ituku/Ozalla, Enugu. It also determined the prevalence of prediabetes (impaired fasting glucose (IFG) …","",""
53,"A Saleh, S Amanatidis, S Samman","The effect of migration on dietary intake, type 2 diabetes and obesity: the Ghanaian Health and Nutrition Analysis in Sydney, Australia (GHANAISA)",2002,"Ecology of Food and Nutrition","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/03670244.2002.9991686","https://scholar.google.com/scholar?cites=13626360260853307605&as_sdt=2005&sciodt=0,5&hl=en",14,"2021-07-31 08:05:57","","10.1080/03670244.2002.9991686","","",,,,,53,2.79,18,3,19,"… (1996b) reported an increase in hypertension prevalence with urbanisation in Nigeria … Prevalence of diabetes, impaired fasting glucose, and impaired glucose tolerance in US adults.Diab … Prevalence of diabetes and impaired glucose tolerance in Nigerians, Jamaicans and US …","https://www.academia.edu/download/41979436/The_effect_of_migration_on_dietary_intak20160203-30232-mziw5z.pdf","https://scholar.google.com/scholar?q=related:1RipMXaOGr0J:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2010&as_vis=1"
31,"AGB Amoah, DP Schuster, T Gaillard, K Osei","Insulin resistance, beta cell function and cardiovascular risk factors in Ghanaians with varying degrees of glucose tolerance",2002,"Ethnicity and disease","Citeseer","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.608.9304&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=15372291814462896051&as_sdt=2005&sciodt=0,5&hl=en",15,"2021-07-31 08:05:57","PDF","","","",,,,,31,1.63,8,4,19,"… NFG normal fasting plasma glucose; IFG impaired fasting glucose; FPG fasting plasma glucose; 2HPG … Eze- newaka et al37 found lower acute first insulin secretion in non-diabetic, first degree relatives of patients with type 2 diabetes residing in Ibadan, Nigeria when compared …","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.608.9304&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:s7e0mPVZVdUJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2010&as_vis=1"
28,"KW Wahab, M Sani, M Gbadamosi…","Frequency and determinants of the metabolic syndrome in apparently healthy adult Nigerians",2008,"Tropical …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1258/td.2007.070335","https://scholar.google.com/scholar?cites=17464672362376058379&as_sdt=2005&sciodt=0,5&hl=en",16,"2021-07-31 08:05:57","","10.1258/td.2007.070335","","",,,,,28,2.15,7,4,13,"… Download article citation data for: Frequency and determinants of the metabolic syndrome in apparently healthy adult Nigerians. Kolawole Wasiu Wahab, MBBS FMCP , Mahmoud Sani, MBBS FWACP , Maruf Gbadamosi, MBBS , and Mahmoud Yandutse, BSc …","https://www.researchgate.net/profile/Mahmoud-Sani/publication/23285868_Frequency_and_determinants_of_the_metabolic_syndrome_in_apparently_healthy_adult_Nigerians/links/0deec5297bcca46f59000000/Frequency-and-determinants-of-the-metabolic-syndrome-in-apparently-healthy-adult-Nigerians.pdf","https://scholar.google.com/scholar?q=related:C9YBVvv6XvIJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2010&as_vis=1"
110,"D Hu, P Fu, J Xie, CS Chen, D Yu, PK Whelton…","Increasing prevalence and low awareness, treatment and control of diabetes mellitus among Chinese adults: the InterASIA study",2008,"Diabetes research and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0168822708001897","https://scholar.google.com/scholar?cites=18072590724813917531&as_sdt=2005&sciodt=0,5&hl=en",17,"2021-07-31 08:05:57","","","","",,,,,110,8.46,16,7,13,"… Abstract. Aims. To estimate the prevalence rates of impaired fasting glucose (IFG) and diabetes mellitus (DM) and to evaluate the awareness, treatment, and control of DM in the Chinese adult population. Methods … IFG = impaired fasting glucose, DM = diabetes mellitus …","","https://scholar.google.com/scholar?q=related:W42N84K9zvoJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2010&as_vis=1"
74,"OA Adegoke, RA Adedoyin, MO Balogun…","Prevalence of metabolic syndrome in a rural community in Nigeria",2010,"… syndrome and related …","liebertpub.com","https://www.liebertpub.com/doi/abs/10.1089/met.2009.0037","https://scholar.google.com/scholar?cites=14559154169360835853&as_sdt=2005&sciodt=0,5&hl=en",18,"2021-07-31 08:05:57","","10.1089/met.2009.0037","","",,,,,74,6.73,19,4,11,"… Conclusions: These results from a representative sample of the Nigerian rural population show a … is one of the earliest population-based studies of metabolic syndrome in Nigeria … of the low occurrence of abdominal obesity, especially in men, and low impaired fasting glucose …","https://ir.oauife.edu.ng/bitstream/handle/123456789/4161/MetabolicSyndromepaper.pdf?sequence=1","https://scholar.google.com/scholar?q=related:DWXmTpSBDMoJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2010&as_vis=1"
7,"RN Oputa","National diabetes screening programmes",2009,"Diabetes International","researchgate.net","https://www.researchgate.net/profile/Reginald-Oputa/publication/228378604_National_Diabetes_Screening_Programmes/links/56ba12a708ae03d75373de24/National-Diabetes-Screening-Programmes.pdf","https://scholar.google.com/scholar?cites=14016245050242212881&as_sdt=2005&sciodt=0,5&hl=en",19,"2021-07-31 08:05:57","PDF","","","",,,,,7,0.58,7,1,12,"… The Nigerian national prevalence reported in 1997 by an expert committee set by the FMOH … More than 90% of cases in Nigeria are type 2 and this is the predominant … Table 1 shows the normal plasma glucose values and values for impaired fasting glucose, impaired glucose …","https://www.researchgate.net/profile/Reginald-Oputa/publication/228378604_National_Diabetes_Screening_Programmes/links/56ba12a708ae03d75373de24/National-Diabetes-Screening-Programmes.pdf","https://scholar.google.com/scholar?q=related:EaSDqJy0g8IJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2010&as_vis=1"
79,"D Faeh, J William, L Tappy, E Ravussin, P Bovet","Prevalence, awareness and control of diabetes in the Seychelles and relationship with excess body weight",2007,"BMC Public Health","Springer","https://link.springer.com/article/10.1186/1471-2458-7-163","https://scholar.google.com/scholar?cites=13436548962960168074&as_sdt=2005&sciodt=0,5&hl=en",20,"2021-07-31 08:05:57","HTML","10.1186/1471-2458-7-163","","",,,,,79,5.64,16,5,14,"… test (OGTT) was performed in individuals with fasting blood glucose between 5.6 and 6.9 mmol/l. Diabetes mellitus (DM), impaired fasting glucose (IFG) and … The prevalence of DM in adults varies markedly between different populations, eg 2.6% in Nigeria [3], 18% in Mauritius [4 …","https://link.springer.com/article/10.1186/1471-2458-7-163","https://scholar.google.com/scholar?q=related:ilRiiBc2eLoJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2010&as_vis=1"
117,"J Munoz, KH Lok, BA Gower, JR Fernandez…","Polymorphism in the transcription factor 7-like 2 (TCF7L2) gene is associated with reduced insulin secretion in nondiabetic women",2006,"Diabetes","Am Diabetes Assoc","https://diabetes.diabetesjournals.org/content/55/12/3630.short","https://scholar.google.com/scholar?cites=8831553967756561138&as_sdt=2005&sciodt=0,5&hl=en",21,"2021-07-31 08:05:57","","","","",,,,,117,7.80,23,5,15,"","https://diabetes.diabetesjournals.org/content/diabetes/55/12/3630.full.pdf","https://scholar.google.com/scholar?q=related:8krSxor7j3oJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2010&as_vis=1"
42,"IG Okpechi, MD Pascoe…","Microalbuminuria and the metabolic syndrome in non-diabetic black Africans",2007,"Diabetes and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.3132/dvdr.2007.066","https://scholar.google.com/scholar?cites=1879718357997118591&as_sdt=2005&sciodt=0,5&hl=en",22,"2021-07-31 08:05:57","","10.3132/dvdr.2007.066","","",,,,,42,3.00,14,3,14,"It is recognised that the metabolic syndrome promotes the development of cardiovascular disease. Although several studies have shown a relationship between the metabolic syndrome and kidney disease...","https://journals.sagepub.com/doi/pdf/10.3132/dvdr.2007.066","https://scholar.google.com/scholar?q=related:f-QyLuMZFhoJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2010&as_vis=1"
6,"F Mahjoub, A Gamoudi, H Jamoussi, S Gaigi…","Metabolic profile of Tunisian obese adult",2010,"La Tunisie …","europepmc.org","https://europepmc.org/article/med/20517848","https://scholar.google.com/scholar?cites=3973357391290584232&as_sdt=2005&sciodt=0,5&hl=en",23,"2021-07-31 08:05:57","","","","",,,,,6,0.55,1,5,11,"… RESULTS: Mean number of metabolic complications is significantly higher (P < 10-3) in obese (3,28 +/- 2) than in controls (1,16 +/- 1,2). Impaired fasting glucose and type … Prevalence and determinants of obesity - a cross-sectional study of an adult Northern Nigerian population …","","https://scholar.google.com/scholar?q=related:qEyM4X4zJDcJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2010&as_vis=1"
804,"JCN Mbanya, AA Motala, E Sobngwi, FK Assah…","Diabetes in sub-saharan africa",2010,"The lancet","Elsevier","https://www.sciencedirect.com/science/article/pii/S0140673610605508","https://scholar.google.com/scholar?cites=17469382547689240799&as_sdt=2005&sciodt=0,5&hl=en",24,"2021-07-31 08:05:57","","","","",,,,,804,73.09,161,5,11,"","https://www.academia.edu/download/42377300/Diabetes_in_sub-Saharan_Africa20160208-14055-1f8iqy.pdf","https://scholar.google.com/scholar?q=related:3_hs0N62b_IJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2010&as_vis=1"
5,"AA Akintunde, OE Ayodele, PO Akinwusi…","Metabolic syndrome among newly diagnosed non-diabetic hypertensive Nigerians: prevalence and clinical correlates",2010,"South African Journal …","journals.co.za","https://journals.co.za/doi/abs/10.10520/EJC95294","https://scholar.google.com/scholar?cites=1051694498866051083&as_sdt=2005&sciodt=0,5&hl=en",25,"2021-07-31 08:05:57","","10.10520/EJC95294","","",,,,,5,0.45,1,4,11,"… was obtained for the study from the Ethics Board of LAUTECH Teaching Hospital, Osogbo, Nigeria … showed that the prevalence of the metabolic syndrome among newly diagnosed hypertensive Nigerian subjects was … HDL: high-density lipoprotein, IFG: impaired fasting glucose …","http://diabetesjournal.co.za/onlinejournal/vol7/vol7_issue3/files/assets/common/downloads/publication.pdf#page=21","https://scholar.google.com/scholar?q=related:C7gkGZNemA4J:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2010&as_vis=1"
50,"MM Rahman, MA Rahim, Q Nahar","Prevalence and risk factors of type 2 diabetes in an urbanizing rural community of Bangladesh",2007,"Bangladesh Medical Research …","banglajol.info","https://www.banglajol.info/index.php/BMRCB/article/view/1204","https://scholar.google.com/scholar?cites=13501312708156213798&as_sdt=2005&sciodt=0,5&hl=en",26,"2021-07-31 08:05:57","","","","",,,,,50,3.57,17,3,14,"… In our population impaired glucose tolerance is the index of pre-diabetic condition than impaired fasting glucose but in American and Europeans population impaired fasting glucose is more applicable for assessing the pre diabetic … tolerance in a group of urban adults in Nigeria …","https://www.banglajol.info/index.php/BMRCB/article/download/1204/1205","https://scholar.google.com/scholar?q=related:JkoeA2BMXrsJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2010&as_vis=1"
114,"G Plourde","Impact of obesity on glucose and lipid profiles in adolescents at different age groups in relation to adulthood",2002,"BMC family practice","bmcfampract.biomedcentral.com","https://bmcfampract.biomedcentral.com/articles/10.1186/1471-2296-3-18","https://scholar.google.com/scholar?cites=14829839297802492438&as_sdt=2005&sciodt=0,5&hl=en",27,"2021-07-31 08:05:57","HTML","10.1186/1471-2296-3-18","","",,,,,114,6.00,114,1,19,"As obesity is rapidly becoming a major medical and public health problem, the aim of our study was to determine: 1) if obesity in Caucasian adolescents at 5 different Tanner stages are associated with obesity in adulthood and its obesity-associated abnormal glucose and lipid profiles …","https://bmcfampract.biomedcentral.com/articles/10.1186/1471-2296-3-18","https://scholar.google.com/scholar?q=related:Flql_UQszs0J:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2010&as_vis=1"
1,"AA SABIR","Glucose tolerance among rural and urban Fulani of northern Nigeria",2008,"Faculty of INTERNAL MEDICINE","dissertation.npmcn.edu.ng","http://www.dissertation.npmcn.edu.ng/index.php/FMCP/article/download/520/677","https://scholar.google.com/scholar?cites=7638073202752915534&as_sdt=2005&sciodt=0,5&hl=en",28,"2021-07-31 08:05:57","PDF","","","",,,,,1,0.08,1,1,13,"… Both of them refer to a stage intermediate between normal glucose homeostasis and diabetes. Impaired fasting glucose refers to a level of plasma glucose after an … reported the prevalence of diabetes mellitus in Nigeria to be 2.2% with … suburban Northern Nigerian population …","http://www.dissertation.npmcn.edu.ng/index.php/FMCP/article/download/520/677","https://scholar.google.com/scholar?q=related:ToiEEhzj_2kJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2010&as_vis=1"
0,"M Iranparvar, AS Habibi Moeini, A Ebady…","Clinical and Laboratory Features of Patients with IGT in Adults of Region 13 of Eastern Tehran",2006,"Iranian Journal of …","ijem.sbmu.ac.ir","http://ijem.sbmu.ac.ir/files/site1/user_files_3b2fa3/tayebeh.hamzeh-A-10-31-1-aac565d.pdf","",29,"2021-07-31 08:05:57","PDF","","","",,,,,0,0.00,0,4,15,"… Prevalence of diabetes mellitus and impaired glucose tolerance in a group of urban adults in Nigeria … of agreement between the World Health Organization Category of impaired glucose tolerance and the American Diabetes Association category of impaired fasting glucose …","http://ijem.sbmu.ac.ir/files/site1/user_files_3b2fa3/tayebeh.hamzeh-A-10-31-1-aac565d.pdf","https://scholar.google.com/scholar?q=related:y8is71DmdfAJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2010&as_vis=1"
15,"PI Ojehanon, O Akhionbare","Prevalence of undiagnosed diabetes mellitus among dental patients in Edo State, Nigeria",2006,"Journal of Medicine and Biomedical …","bioline.org.br","http://www.bioline.org.br/abstract?jm06005","https://scholar.google.com/scholar?cites=2774319819900442421&as_sdt=2005&sciodt=0,5&hl=en",30,"2021-07-31 08:05:57","","","","",,,,,15,1.00,8,2,15,"… 2000 Sep; 131(9): 1333-41. © CMS UNIBEN JMBR 2006; 5(1): 24-28 Prevalence of Undiagnosed Diabetes Mellitus Among De ntal Patients in Edo State, Nigeria Page 5 … Prevalence of diabetes, impaired fasting glucose and impaired glucose tolerance in US adults …","http://www.bioline.org.br/pdf?jm06005","https://scholar.google.com/scholar?q=related:Ndd9Xi1dgCYJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2010&as_vis=1"
